Client,Age,Tenure,M,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,Actbal_CA_avg,ActBal_SA_avg,ActBal_MF_avg,ActBal_OVD_avg,ActBal_CC_avg,ActBal_CL_avg
1319,22.0,79,0.0,1,0.0,0.0,0.0,0.0,0.0,232.7953571,0.0,0.0,0.0,0.0,0.0,738.46,738.46,2,2,970.5607143,970.5607143,0.0,0.0,210.0,8,8,0,0,3,,,,,,,232.7953571,0.0,0.0,0.0,0.0,0.0
81,86.0,19,1.0,1,0.0,0.0,0.0,0.0,0.0,5860.190714,0.0,0.0,0.0,0.0,0.0,0.07321428571000001,0.07321428571000001,1,1,3.392857143,3.392857143,0.0,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5860.190714,0.0,0.0,0.0,0.0,0.0
1165,21.0,73,0.0,1,0.0,0.0,0.0,0.0,0.0,19180.766069999998,0.0,0.0,0.0,0.0,0.0,385.7160714,385.7160714,3,3,343.74821430000003,343.74821430000003,78.57142857,93.74821429,171.4285714,22,22,6,13,3,0.0,1.0,0.0,0.0,3.821428571,0.0,19180.766069999998,0.0,0.0,0.0,0.0,0.0
1027,64.0,150,0.0,1,0.0,0.0,0.0,0.0,0.0,5265.116786,0.0,0.0,0.0,0.0,0.0,478.82,478.82,2,2,462.7439286,462.7439286,0.0,73.61857143,385.5182143,18,18,0,12,5,0.0,1.0,0.0,0.0,0.8928571429000001,0.0,5265.116786,0.0,0.0,0.0,0.0,0.0
531,30.0,211,1.0,1,0.0,0.0,0.0,0.0,0.0,338.0025,0.0,0.0,0.0,0.0,0.0,0.002142857143,0.002142857143,1,1,107.9857143,107.9857143,71.42857143,36.55714286,0.0,10,10,1,9,0,,,,,,,338.0025,0.0,0.0,0.0,0.0,0.0
1097,37.0,169,1.0,1,1.0,2.0,0.0,0.0,0.0,914.7375,3849.474643,14285.71429,0.0,0.0,0.0,1711.493929,1693.219286,4,3,799.3678571,799.3678571,178.5714286,87.975,532.8214286,9,9,1,6,2,,,,,,,914.7375,3849.474643,7142.857145,0.0,0.0,0.0
712,51.0,48,0.0,1,0.0,0.0,1.0,0.0,1.0,3551.878214,0.0,0.0,0.0,0.0,1985.372857,999.0375,683.7485714,8,5,948.7114286,683.7485714,346.42857139999995,0.0,0.0,10,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3551.878214,0.0,0.0,0.0,0.0,1985.372857
1379,47.0,133,0.0,1,0.0,0.0,0.0,0.0,0.0,364.6164286,0.0,0.0,0.0,0.0,0.0,759.1217857,759.1217857,3,3,684.0317857000001,684.0317857000001,71.42857143,85.17464286,527.4285714,22,22,2,10,10,0.0,0.0,0.0,0.0,0.0,0.0,364.6164286,0.0,0.0,0.0,0.0,0.0
863,26.0,151,1.0,1,0.0,0.0,1.0,1.0,2.0,21.93678571,0.0,0.0,0.0,1.178571429,63.80321429,2284.4875,1621.39,23,14,3678.240357,2135.0964289999997,642.8571429,1120.185714,805.3571429,55,23,7,18,8,0.0,0.0,1.0,0.0,0.0,22.60714286,21.93678571,0.0,0.0,0.0,1.178571429,31.901607145
1409,42.77063642091998,149,0.0,1,0.0,0.0,1.0,0.0,0.0,62.53928571,0.0,0.0,0.0,0.0,0.0,402.90285710000006,402.90285710000006,2,2,103.4642857,103.4642857,0.0,0.0,100.07142859999999,3,3,0,0,2,0.0,0.0,1.0,0.0,0.0,4.852142857,62.53928571,0.0,0.0,0.0,0.0,0.0
59,32.0,149,0.0,1,0.0,0.0,0.0,0.0,0.0,5676.246429,0.0,0.0,0.0,0.0,0.0,449.7532143,449.7532143,2,2,85.44285714,85.44285714,0.0,0.0,0.0,2,2,0,0,0,,,,,,,5676.246429,0.0,0.0,0.0,0.0,0.0
819,34.0,181,1.0,1,0.0,0.0,0.0,1.0,2.0,325.1242857,0.0,0.0,0.0,2.25,3816.979643,918.7039286,826.2892857,5,2,386.05821430000003,377.12964289999996,0.0,168.48678569999998,46.42857143,12,9,0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,325.1242857,0.0,0.0,0.0,2.25,1908.4898215
414,33.0,116,0.0,1,2.0,14.0,0.0,0.0,0.0,281.49357139999995,714.1492857000001,10218.14393,0.0,0.0,0.0,838.1967857000001,828.2978571000001,5,4,402.75,402.75,0.0,0.0,399.07142860000005,5,5,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,281.49357139999995,357.07464285000003,729.8674235714286,0.0,0.0,0.0
947,34.0,86,1.0,1,0.0,0.0,0.0,0.0,0.0,1313.165714,0.0,0.0,0.0,0.0,0.0,35.71464286,35.71464286,2,2,35.74285714,35.74285714,7.142857143,27.35,0.0,6,6,1,4,0,0.0,0.0,1.0,0.0,0.0,16.33892857,1313.165714,0.0,0.0,0.0,0.0,0.0
823,49.0,9,0.0,1,1.0,0.0,0.0,0.0,0.0,13177.153209999999,725.6314286,0.0,0.0,0.0,0.0,3214.316071,3214.316071,2,2,3481.531071,3481.531071,0.0,1800.720357,230.8214286,52,52,0,44,5,0.0,0.0,0.0,0.0,0.0,0.0,13177.153209999999,725.6314286,0.0,0.0,0.0,0.0
918,37.0,44,1.0,1,0.0,0.0,0.0,0.0,0.0,1054.802143,0.0,0.0,0.0,0.0,0.0,0.001428571429,0.001428571429,1,1,40.75,40.75,0.0,0.0,38.57142857,2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1054.802143,0.0,0.0,0.0,0.0,0.0
769,31.0,64,0.0,1,1.0,0.0,0.0,0.0,0.0,265.3528571,6097.246429,0.0,0.0,0.0,0.0,2.491428571,0.006785714286,2,1,864.3928571,864.3928571,0.0,0.0,861.8928571,8,8,0,0,7,,,,,,,265.3528571,6097.246429,0.0,0.0,0.0,0.0
988,47.0,28,0.0,1,0.0,0.0,0.0,0.0,0.0,705.8725,0.0,0.0,0.0,0.0,0.0,410.7192857,410.7192857,2,2,387.7582143,387.7582143,178.5714286,46.86535714,157.1428571,7,7,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,705.8725,0.0,0.0,0.0,0.0,0.0
761,44.0,13,0.0,1,1.0,0.0,0.0,0.0,0.0,128.3882143,0.0,0.0,0.0,0.0,0.0,838.6692857,731.4303571,7,5,716.1432143,573.2860714,78.57142857,117.4646429,375.82142860000005,21,20,4,9,6,0.0,0.0,0.0,0.0,0.0,0.0,128.3882143,0.0,0.0,0.0,0.0,0.0
1594,22.0,110,1.0,1,0.0,0.0,1.0,0.0,0.0,9218.796070999999,0.0,0.0,248.4846429,0.0,0.0,882.075,882.075,2,2,823.3210713999999,823.3210713999999,714.2857142999999,0.0,105.21392859999999,8,8,2,0,5,,,,,,,9218.796070999999,0.0,0.0,248.4846429,0.0,0.0
775,40.0,151,1.0,2,2.0,1.0,1.0,0.0,1.0,116.17357140000001,3774.253929,579084.1079,0.0,0.0,277.08642860000003,8126.1339290000005,3868.279286,39,24,8018.566786,3906.680714,342.85714289999993,203.7267857,1166.0475,57,27,2,5,10,1.0,0.0,1.0,1.9960714290000001,0.0,19.03571429,58.08678570000001,1887.1269645,579084.1079,0.0,0.0,277.08642860000003
966,44.0,217,1.0,1,0.0,0.0,0.0,0.0,0.0,476.2132143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8939285714,0.8939285714,0.0,0.0,0.0,1,1,0,0,0,0.0,1.0,0.0,0.0,203.79071430000002,0.0,476.2132143,0.0,0.0,0.0,0.0,0.0
784,30.0,88,0.0,1,0.0,0.0,0.0,0.0,0.0,870.1514286,0.0,0.0,0.0,0.0,0.0,824.4085713999999,824.4085713999999,3,3,1127.25,1127.25,892.8571429,231.3571429,0.0,15,15,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,870.1514286,0.0,0.0,0.0,0.0,0.0
295,46.0,38,1.0,2,0.0,0.0,0.0,0.0,0.0,2414.488214,0.0,0.0,0.0,0.0,0.0,772.4007142999999,772.4007142999999,2,2,1095.429286,1095.429286,1071.4285710000001,0.0,21.82214286,4,4,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1207.244107,0.0,0.0,0.0,0.0,0.0
262,38.0,72,0.0,1,0.0,0.0,0.0,0.0,0.0,2614.333571,0.0,0.0,0.0,0.0,0.0,973.71,973.71,2,2,506.83214289999995,506.83214289999995,35.71428571,46.54642857,417.42857139999995,13,13,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,2614.333571,0.0,0.0,0.0,0.0,0.0
574,67.0,68,0.0,1,0.0,0.0,1.0,0.0,1.0,3364.946786,0.0,0.0,0.0,0.0,533.2189286,3456.748929,2224.066786,19,14,3242.418929,2116.923929,725.0,0.0,21.5,24,12,4,0,2,0.0,0.0,0.0,0.0,0.0,0.0,3364.946786,0.0,0.0,0.0,0.0,533.2189286
1362,76.0,53,0.0,1,1.0,0.0,0.0,1.0,0.0,21933.97143,42857.73,0.0,0.0,352.37392860000006,0.0,449.40857139999997,427.7610714,6,2,580.8553571,577.4485714,410.7142857,132.3771429,12.67857143,23,20,6,10,1,0.0,1.0,0.0,0.0,2.857142857,0.0,21933.97143,42857.73,0.0,0.0,352.37392860000006,0.0
692,32.0,126,1.0,1,0.0,0.0,1.0,0.0,0.0,641.1296428999999,0.0,0.0,0.0,0.0,0.0,1092.632857,930.5321428999999,13,10,1142.713929,980.6467857000001,71.42857143,120.3928571,567.0103571000001,31,25,2,9,9,0.0,1.0,1.0,0.0,4.285714286,13.13107143,641.1296428999999,0.0,0.0,0.0,0.0,0.0
399,59.0,152,1.0,1,0.0,0.0,0.0,0.0,0.0,451.7967857,0.0,0.0,0.0,0.0,0.0,0.003214285714,0.003214285714,1,1,0.8928571429000001,0.8928571429000001,0.0,0.0,0.0,1,1,0,0,0,1.0,0.0,0.0,0.0875,0.0,0.0,451.7967857,0.0,0.0,0.0,0.0,0.0
744,33.0,107,1.0,2,0.0,0.0,0.0,0.0,1.0,7881.311070999999,0.0,0.0,0.0,0.0,9055.584643,1380.6439289999998,1296.8960710000001,4,3,1395.894286,1384.608571,71.42857143,247.0014286,868.75,37,35,2,12,19,0.0,0.0,0.0,0.0,0.0,0.0,3940.6555354999996,0.0,0.0,0.0,0.0,9055.584643
1267,37.0,125,0.0,1,1.0,0.0,1.0,0.0,1.0,1753.040714,1959.871071,0.0,461.33392860000004,0.0,4312.384643,1284.8639289999999,1028.784643,17,12,1238.068571,1028.784643,600.0,0.0,83.53571429,32,19,5,0,4,0.0,1.0,1.0,0.0,2.8582142860000004,21.82071429,1753.040714,1959.871071,0.0,461.33392860000004,0.0,4312.384643
1314,34.0,138,1.0,1,0.0,0.0,1.0,0.0,0.0,3404.655357,0.0,0.0,0.0,0.0,0.0,640.7721429,469.4792857,11,8,505.2742857,432.3671429,146.4285714,33.28857143,77.60714286,22,18,4,5,3,,,,,,,3404.655357,0.0,0.0,0.0,0.0,0.0
1045,53.0,25,1.0,1,0.0,0.0,1.0,0.0,0.0,469.4325,0.0,0.0,0.0,0.0,0.0,107.1542857,107.1542857,3,3,462.71785710000006,462.71785710000006,0.0,0.0,247.1428571,7,7,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,469.4325,0.0,0.0,0.0,0.0,0.0
1586,42.77063642091998,30,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.2146429,210.2146429,3,3,210.4035714,210.4035714,92.85714286,27.01071429,0.0,5,5,2,1,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
384,23.0,160,1.0,1,0.0,0.0,0.0,0.0,0.0,2418.876786,0.0,0.0,0.0,0.0,0.0,87.50035714,87.50035714,2,2,88.44392857,88.44392857,50.0,37.3725,1.071428571,8,8,2,5,1,0.0,1.0,1.0,0.0,6.107142857,12.50607143,2418.876786,0.0,0.0,0.0,0.0,0.0
704,63.0,138,0.0,1,0.0,0.0,0.0,0.0,0.0,403.44214289999996,0.0,0.0,0.0,0.0,0.0,213.38071430000002,213.38071430000002,3,3,379.39285710000007,379.39285710000007,0.0,0.0,267.7142857,5,5,0,0,3,0.0,1.0,0.0,0.0,7.1075,0.0,403.44214289999996,0.0,0.0,0.0,0.0,0.0
786,75.0,239,1.0,1,2.0,0.0,0.0,0.0,0.0,1016.5725,4112.396071,0.0,0.0,0.0,0.0,609.4010714,608.0382142999999,3,2,161.15142859999997,161.15142859999997,0.0,160.25857140000002,0.0,17,17,0,16,0,,,,,,,1016.5725,2056.1980355,0.0,0.0,0.0,0.0
419,33.0,82,0.0,1,0.0,0.0,1.0,0.0,0.0,352.78214289999994,0.0,0.0,0.0,0.0,0.0,1406.490714,934.3846428999999,7,5,1404.483571,934.3846428999999,0.0,0.0,0.0,9,5,0,0,0,,,,,,,352.78214289999994,0.0,0.0,0.0,0.0,0.0
917,44.0,232,0.0,1,1.0,1.0,0.0,0.0,0.0,9.055,191.30928569999998,0.0,0.0,0.0,0.0,637.1457142999999,635.9525,5,4,1283.0714289999999,1283.0714289999999,785.7142857000001,127.8928571,369.25,14,14,3,3,7,0.0,0.0,1.0,0.0,0.0,3.928571429,9.055,191.30928569999998,0.0,0.0,0.0,0.0
814,46.0,7,0.0,1,1.0,1.0,0.0,0.0,0.0,2498.932143,3639.594643,308.88214289999996,0.0,0.0,0.0,1237.548571,1222.448929,4,3,403.17857139999995,403.17857139999995,17.85714286,0.0,384.67857139999995,11,11,1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,2498.932143,3639.594643,308.88214289999996,0.0,0.0,0.0
60,20.0,28,0.0,1,0.0,0.0,0.0,0.0,0.0,3891.116071,0.0,0.0,0.0,0.0,0.0,356.4042857,356.4042857,2,2,1.964285714,1.964285714,0.0,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3891.116071,0.0,0.0,0.0,0.0,0.0
467,83.0,3,0.0,1,0.0,0.0,0.0,0.0,0.0,355.5842857,0.0,0.0,0.0,0.0,0.0,223.0225,223.0225,6,6,227.3571429,227.3571429,0.0,0.0,225.3928571,3,3,0,0,2,,,,,,,355.5842857,0.0,0.0,0.0,0.0,0.0
1490,61.0,181,0.0,1,1.0,0.0,1.0,1.0,0.0,70.70714286,0.0,0.0,0.0,888.4632142999999,0.0,919.2446428999999,517.8614286000001,9,4,680.9246429,287.10714289999993,0.0,392.38892860000004,286.67857139999995,13,5,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,70.70714286,0.0,0.0,0.0,888.4632142999999,0.0
651,58.0,79,1.0,1,0.0,0.0,0.0,0.0,1.0,2.142857143,0.0,0.0,0.0,0.0,6236.633929,51.29892857,28.15071429,3,2,604.4642857000001,604.4642857000001,0.0,0.0,562.0,5,5,0,0,3,,,,,,,2.142857143,0.0,0.0,0.0,0.0,6236.633929
1066,70.0,54,1.0,2,0.0,3.0,0.0,0.0,1.0,40.19107143,0.0,0.0,0.0,0.0,3708.253929,1397.010357,1225.6632140000002,6,5,931.1646429,929.3789286,0.0,0.0,739.4146429,13,12,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,20.095535715,0.0,0.0,0.0,0.0,3708.253929
755,34.0,55,1.0,1,0.0,11.0,0.0,0.0,0.0,590.4103571,0.0,2165.822857,0.0,0.0,0.0,619.9271428999999,619.9271428999999,2,2,607.75,607.75,107.1428571,0.0,138.71428569999998,6,6,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,590.4103571,0.0,196.892987,0.0,0.0,0.0
908,43.0,179,1.0,1,0.0,0.0,0.0,0.0,0.0,54172.869289999995,0.0,0.0,0.0,0.0,0.0,0.2017857143,0.2017857143,1,1,1.964285714,1.964285714,0.0,0.0,0.0,1,1,0,0,0,0.0,1.0,0.0,0.0,26.99821429,0.0,54172.869289999995,0.0,0.0,0.0,0.0,0.0
1520,51.0,120,1.0,1,0.0,0.0,0.0,0.0,0.0,18.07678571,0.0,0.0,0.0,0.0,0.0,500.01392860000004,500.01392860000004,2,2,360.25714289999996,360.25714289999996,0.0,0.0,0.0,3,3,0,0,0,,,,,,,18.07678571,0.0,0.0,0.0,0.0,0.0
281,30.0,140,1.0,1,0.0,1.0,0.0,0.0,0.0,355.7167857,0.0,26801.155,0.0,0.0,0.0,2708.711071,2708.711071,2,2,1388.214286,1361.9285710000001,771.4285714,230.1785714,385.2857143,11,10,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,355.7167857,0.0,26801.155,0.0,0.0,0.0
933,17.0,102,0.0,1,0.0,0.0,1.0,0.0,0.0,1624.863214,0.0,0.0,0.0,0.0,0.0,1417.8614289999998,1417.8614289999998,5,5,579.9289286000001,579.9289286000001,35.71428571,276.3932143,267.8214286,19,19,1,14,4,,,,,,,1624.863214,0.0,0.0,0.0,0.0,0.0
99,68.0,150,0.0,1,0.0,12.0,0.0,0.0,0.0,22.89857143,0.0,4689.070357,0.0,0.0,0.0,1807.352857,1807.352857,5,5,1669.2364289999998,1669.2364289999998,0.0,951.415,698.7142857000001,34,34,0,17,15,,,,,,,22.89857143,0.0,390.7558630833333,0.0,0.0,0.0
1388,69.0,27,1.0,1,1.0,0.0,1.0,0.0,0.0,463.3807143,5370.5092859999995,0.0,0.0,0.0,0.0,900.745,900.5092857000001,4,3,932.2860714,932.2860714,785.7142857000001,0.0,143.3217857,17,17,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0,463.3807143,5370.5092859999995,0.0,0.0,0.0,0.0
1020,21.0,150,1.0,1,0.0,0.0,0.0,0.0,0.0,240.9632143,0.0,0.0,0.0,0.0,0.0,0.001785714286,0.001785714286,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.9632143,0.0,0.0,0.0,0.0,0.0
934,78.0,55,1.0,1,0.0,0.0,1.0,1.0,1.0,1613.8460710000002,0.0,0.0,0.0,708.2582143,3261.697857,950.7153571,907.2246428999999,5,3,911.9975,904.3546428999999,535.7142857,44.10464286,239.0714286,29,25,8,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1613.8460710000002,0.0,0.0,0.0,708.2582143,3261.697857
967,27.0,152,0.0,1,0.0,0.0,0.0,0.0,0.0,886.8014286,0.0,0.0,0.0,0.0,0.0,4622.691786,4622.691786,9,9,6446.189286,6446.189286,0.0,0.0,4300.975,15,15,0,0,13,,,,,,,886.8014286,0.0,0.0,0.0,0.0,0.0
473,61.0,69,1.0,1,0.0,0.0,1.0,0.0,1.0,6325.9025,0.0,0.0,0.0,0.0,0.0,1190.708214,1071.433571,3,2,1063.914286,1061.807143,357.14285710000007,526.7357143,0.0,20,19,4,13,0,,,,,,,6325.9025,0.0,0.0,0.0,0.0,0.0
352,38.0,194,1.0,1,1.0,0.0,0.0,0.0,0.0,1833.338214,219368.6464,0.0,0.0,0.0,0.0,421.76392860000004,413.0110714,4,2,424.22607139999997,424.22607139999997,142.8571429,196.6903571,81.28571429,14,14,1,8,4,,,,,,,1833.338214,219368.6464,0.0,0.0,0.0,0.0
916,51.0,151,0.0,1,1.0,5.0,1.0,1.0,0.0,7949.006786,554.9710713999999,2545.743214,470.0514286,1188.786786,0.0,1096.838929,1095.388214,6,4,642.7414286000001,642.7414286000001,0.0,2.67,623.8928571,16,16,0,3,10,,,,,,,7949.006786,554.9710713999999,509.1486428,470.0514286,1188.786786,0.0
1579,50.0,0,1.0,1,1.0,3.0,0.0,0.0,0.0,427.1817857,8593.743929,0.0,0.0,0.0,0.0,4713.645357,4665.335714,4,3,3276.093214,3276.093214,1571.4285710000001,914.9503571,787.2142857000001,25,25,5,10,8,0.0,0.0,1.0,0.0,0.0,4.388928571,427.1817857,8593.743929,0.0,0.0,0.0,0.0
1396,56.0,16,1.0,1,1.0,3.0,1.0,0.0,0.0,4.704642857,26270.410359999998,9335.085714,0.0,0.0,0.0,410.7314286,410.7314286,2,2,695.9821429,695.9821429,457.14285710000007,0.0,235.4464286,9,9,3,0,5,1.0,1.0,0.0,3.0664285710000003,0.21428571429999999,0.0,4.704642857,26270.410359999998,3111.6952380000002,0.0,0.0,0.0
981,34.0,59,1.0,1,0.0,0.0,0.0,0.0,0.0,2754.492857,0.0,0.0,0.0,0.0,0.0,0.00035714285710000004,0.00035714285710000004,1,1,14.28571429,14.28571429,14.28571429,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2754.492857,0.0,0.0,0.0,0.0,0.0
1464,54.0,35,0.0,1,0.0,0.0,1.0,0.0,0.0,1780.7525,0.0,0.0,1670.280714,0.0,0.0,757.3003571,699.8832143,12,8,479.12892860000005,421.8182143,0.0,0.0,361.0082143,18,16,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,1780.7525,0.0,0.0,1670.280714,0.0,0.0
652,50.0,112,1.0,1,0.0,0.0,0.0,0.0,0.0,5885.186429,0.0,0.0,0.0,0.0,0.0,767.0467857000001,767.0467857000001,2,2,303.01,303.01,177.81,64.27142857,60.71428571,12,12,2,6,3,,,,,,,5885.186429,0.0,0.0,0.0,0.0,0.0
1212,32.0,198,1.0,1,0.0,0.0,1.0,0.0,0.0,8.087142857,0.0,0.0,0.0,0.0,0.0,4107.189643,4107.189643,3,3,337.7107143,337.7107143,0.0,0.0,0.0,3,3,0,0,0,1.0,0.0,0.0,2.9992857139999995,0.0,0.0,8.087142857,0.0,0.0,0.0,0.0,0.0
471,29.0,38,0.0,1,0.0,0.0,0.0,0.0,0.0,1923.280357,0.0,0.0,0.0,0.0,0.0,464.29607139999996,464.29607139999996,3,3,315.7707143,315.7707143,239.28571430000002,76.485,0.0,14,14,7,7,0,,,,,,,1923.280357,0.0,0.0,0.0,0.0,0.0
199,47.0,151,0.0,1,0.0,0.0,0.0,0.0,1.0,151.8246429,0.0,0.0,0.0,0.0,4461.236429,1480.593929,1460.473214,4,3,1171.2635710000002,1166.977857,214.28571430000002,130.6135714,487.5357143,43,41,4,12,3,,,,,,,151.8246429,0.0,0.0,0.0,0.0,4461.236429
423,52.0,151,0.0,1,0.0,0.0,0.0,0.0,0.0,13.65,0.0,0.0,0.0,0.0,0.0,298.95464289999995,298.95464289999995,1,1,292.635,292.635,0.0,0.0,0.0,3,3,0,0,0,,,,,,,13.65,0.0,0.0,0.0,0.0,0.0
1488,73.0,233,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3420.845357,896.8803571000001,815.8592857000001,5,4,696.1482143,689.3625,303.57142860000005,67.1125,157.1071429,24,22,6,8,4,0.0,0.0,1.0,0.0,0.0,6.071428571,0.0,0.0,0.0,0.0,0.0,3420.845357
320,28.0,114,1.0,1,0.0,0.0,0.0,0.0,0.0,86.42857143,0.0,0.0,0.0,0.0,0.0,0.007142857143,0.007142857143,1,1,0.8939285714,0.8939285714,0.0,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86.42857143,0.0,0.0,0.0,0.0,0.0
742,45.0,104,1.0,1,0.0,0.0,0.0,0.0,0.0,267.5435714,0.0,0.0,0.0,0.0,0.0,571.4289286000001,571.4289286000001,2,2,567.4142857,567.4142857,0.0,0.0,142.8571429,4,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,267.5435714,0.0,0.0,0.0,0.0,0.0
1591,42.77063642091998,170,0.0,1,0.0,0.0,1.0,0.0,0.0,154.5571429,0.0,0.0,0.0,0.0,0.0,2064.840714,1524.1675,10,8,2517.090714,1528.6375,0.0,0.0,985.3571429,15,8,0,0,5,0.0,0.0,1.0,0.0,0.0,18.53571429,154.5571429,0.0,0.0,0.0,0.0,0.0
137,63.0,168,0.0,3,0.0,1.0,0.0,0.0,0.0,185.7221429,0.0,0.0,0.0,0.0,0.0,447.11285710000004,447.11285710000004,2,2,503.9807143,503.9807143,178.5714286,255.9092857,67.42857143,11,11,1,6,3,0.0,1.0,0.0,0.0,9.392857142999999,0.0,61.907380966666665,0.0,0.0,0.0,0.0,0.0
1297,78.0,159,0.0,1,0.0,0.0,0.0,0.0,0.0,14.64607143,0.0,0.0,0.0,0.0,0.0,412.0060714,412.0060714,2,2,560.2607142999999,560.2607142999999,210.71428569999998,207.9035714,140.21428569999998,31,31,7,18,5,,,,,,,14.64607143,0.0,0.0,0.0,0.0,0.0
874,32.0,151,0.0,1,1.0,2.0,1.0,0.0,0.0,3612.059286,1628.490714,1218.661071,0.0,0.0,0.0,11553.49464,11537.64607,7,4,11369.86179,11356.881790000001,0.0,16.12035714,11324.48393,17,16,0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,3612.059286,1628.490714,609.3305355,0.0,0.0,0.0
1004,70.0,145,1.0,1,0.0,0.0,0.0,0.0,0.0,2107.836786,0.0,0.0,0.0,0.0,0.0,107.14428570000001,107.14428570000001,2,2,304.61785710000004,304.61785710000004,0.0,0.0,0.0,4,4,0,0,0,,,,,,,2107.836786,0.0,0.0,0.0,0.0,0.0
1046,51.0,30,1.0,1,0.0,0.0,0.0,0.0,0.0,5942.16,0.0,0.0,0.0,0.0,0.0,214.2867857,214.2867857,2,2,156.4371429,156.4371429,0.0,0.0,0.0,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5942.16,0.0,0.0,0.0,0.0,0.0
1038,29.0,106,1.0,1,0.0,0.0,0.0,0.0,0.0,27.03571429,0.0,0.0,0.0,0.0,0.0,0.006071428571,0.006071428571,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.03571429,0.0,0.0,0.0,0.0,0.0
1161,22.0,103,0.0,1,1.0,0.0,0.0,0.0,0.0,602.1117857,5384.086429,0.0,0.0,0.0,0.0,143.57321430000002,143.04071430000002,3,2,53.57142857,53.57142857,53.57142857,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,602.1117857,5384.086429,0.0,0.0,0.0,0.0
42,23.0,4,1.0,1,0.0,12.0,0.0,0.0,0.0,875.3714286000001,0.0,0.0,0.0,0.0,0.0,643.1878571000001,643.1878571000001,4,4,546.6428571,546.6428571,178.5714286,68.53571429,296.07142860000005,9,9,1,1,6,1.0,0.0,0.0,15.27571429,0.0,0.0,875.3714286000001,0.0,0.0,0.0,0.0,0.0
12,45.0,155,1.0,1,0.0,0.0,0.0,0.0,0.0,1075.475,0.0,0.0,0.0,0.0,0.0,466.80035710000004,466.80035710000004,3,3,770.2510714,770.2510714,285.7142857,393.60821430000004,87.53571429,19,19,1,13,4,,,,,,,1075.475,0.0,0.0,0.0,0.0,0.0
1252,44.0,152,1.0,1,2.0,2.0,0.0,0.0,0.0,95.57821429,12681.21071,0.0,0.0,0.0,0.0,134.23678569999998,134.15,4,3,534.3571429,534.3571429,357.14285710000007,0.0,177.0,3,3,1,0,1,,,,,,,95.57821429,6340.605355,0.0,0.0,0.0,0.0
1383,39.0,26,1.0,1,1.0,6.0,0.0,0.0,0.0,199.82107140000002,2582.329286,0.0,0.0,0.0,0.0,551.69,548.4903571000001,3,2,753.5357142999999,753.5357142999999,714.2857142999999,0.0,35.71428571,5,5,1,0,2,1.0,1.0,0.0,10.90982143,4.6428571430000005,0.0,199.82107140000002,2582.329286,0.0,0.0,0.0,0.0
